"Year","Commodity","Supply and disposition","VALUE"
"2010","Turkey","Total supply","185.03"
"2010","Turkey","Beginning stocks","18.32"
"2010","Turkey","Production","158.19"
"2010","Turkey","Imports","8.52"
"2010","Turkey","Total disposition","173.07"
"2010","Turkey","Domestic disappearance","147.53"
"2010","Turkey","Exports","25.54"
"2010","Turkey","Ending stocks","11.96"
"2010","Eggs","Total supply","493.59"
"2010","Eggs","Beginning stocks","8.58"
"2010","Eggs","Production","451.50"
"2010","Eggs","Imports","33.51"
"2010","Eggs","Total disposition","488.48"
"2010","Eggs","Domestic disappearance","395.71"
"2010","Eggs","Exports","41.77"
"2010","Eggs","Manufacturing","42.20"
"2010","Eggs","Waste","8.80"
"2010","Eggs","Ending stocks","5.11"
"2010","Pork","Total supply","2168.72"
"2010","Pork","Beginning stocks","44.56"
"2010","Pork","Production","1938.25"
"2010","Pork","Imports","185.92"
"2010","Pork","Total disposition","2129.90"
"2010","Pork","Domestic disappearance","749.89"
"2010","Pork","Exports","1180.37"
"2010","Pork","Manufacturing","44.58"
"2010","Pork","Waste","155.06"
"2010","Pork","Ending stocks","38.82"
"2010","Beef","Total supply","1471.34"
"2010","Beef","Beginning stocks","25.61"
"2010","Beef","Production","1240.62"
"2010","Beef","Imports","205.11"
"2010","Beef","Total disposition","1450.53"
"2010","Beef","Domestic disappearance","948.13"
"2010","Beef","Exports","502.40"
"2010","Beef","Ending stocks","20.81"
"2010","Veal","Total supply","46.53"
"2010","Veal","Beginning stocks","2.41"
"2010","Veal","Production","40.66"
"2010","Veal","Imports","3.46"
"2010","Veal","Total disposition","45.47"
"2010","Veal","Domestic disappearance","42.39"
"2010","Veal","Exports","3.08"
"2010","Veal","Ending stocks","1.06"
"2010","Beef and veal total","Total supply","1517.87"
"2010","Beef and veal total","Beginning stocks","28.02"
"2010","Beef and veal total","Production","1281.28"
"2010","Beef and veal total","Imports","208.57"
"2010","Beef and veal total","Total disposition","1496.00"
"2010","Beef and veal total","Domestic disappearance","990.52"
"2010","Beef and veal total","Exports","505.48"
"2010","Beef and veal total","Ending stocks","21.87"
"2010","Mutton and lamb","Total supply","39.29"
"2010","Mutton and lamb","Beginning stocks","2.15"
"2010","Mutton and lamb","Production","16.15"
"2010","Mutton and lamb","Imports","20.99"
"2010","Mutton and lamb","Total disposition","37.34"
"2010","Mutton and lamb","Domestic disappearance","37.01"
"2010","Mutton and lamb","Exports","0.33"
"2010","Mutton and lamb","Ending stocks","1.95"
"2010","Offal","Total supply","235.75"
"2010","Offal","Beginning stocks","6.80"
"2010","Offal","Production","191.16"
"2010","Offal","Imports","37.80"
"2010","Offal","Total disposition","228.67"
"2010","Offal","Domestic disappearance","40.23"
"2010","Offal","Exports","188.44"
"2010","Offal","Ending stocks","7.08"
"2010","Butter","Total supply","101.66"
"2010","Butter","Beginning stocks","15.40"
"2010","Butter","Production","80.04"
"2010","Butter","Imports","6.22"
"2010","Butter","Total disposition","92.57"
"2010","Butter","Domestic disappearance","91.64"
"2010","Butter","Exports","0.93"
"2010","Butter","Ending stocks","9.10"
"2010","Margarine","Imports","2.46"
"2010","Margarine","Exports","4.72"
"2010","Salad oils","Imports","158.55"
"2010","Salad oils","Total disposition",
"2010","Salad oils","Exports","802.72"
"2010","Shortening and shortening oils","Imports","27.79"
"2010","Shortening and shortening oils","Total disposition",
"2010","Shortening and shortening oils","Exports","48.56"
"2010","Apples fresh","Total supply","759.56"
"2010","Apples fresh","Beginning stocks","196.82"
"2010","Apples fresh","Production","371.02"
"2010","Apples fresh","Imports","191.72"
"2010","Apples fresh","Total disposition","594.01"
"2010","Apples fresh","Domestic disappearance","378.72"
"2010","Apples fresh","Exports","25.98"
"2010","Apples fresh","Manufacturing","173.54"
"2010","Apples fresh","Waste","15.78"
"2010","Apples fresh","Ending stocks","165.55"
"2010","Apples canned","Total supply","7.09"
"2010","Apples canned","Imports","7.09"
"2010","Apples canned","Domestic disappearance","7.09"
"2010","Apples dried","Total supply","1.81"
"2010","Apples dried","Imports","1.81"
"2010","Apples dried","Total disposition","1.81"
"2010","Apples dried","Domestic disappearance","1.77"
"2010","Apples dried","Exports","0.03"
"2010","Apples frozen","Total disposition",
"2010","Apple juice","Total supply","206.58"
"2010","Apple juice","Imports","206.58"
"2010","Apple juice","Total disposition",
"2010","Apple juice","Exports","42.24"
"2010","Apple pie filling","Total disposition",
"2010","Apple sauce","Total supply","5.62"
"2010","Apple sauce","Imports","5.62"
"2010","Apple sauce","Total disposition",
"2010","Apricots fresh","Total supply","5.30"
"2010","Apricots fresh","Production","0.62"
"2010","Apricots fresh","Imports","4.68"
"2010","Apricots fresh","Total disposition","5.30"
"2010","Apricots fresh","Domestic disappearance","4.69"
"2010","Apricots fresh","Exports","0.00"
"2010","Apricots fresh","Manufacturing","0.15"
"2010","Apricots fresh","Waste","0.46"
"2010","Apricots canned","Total supply","1.41"
"2010","Apricots canned","Imports","1.41"
"2010","Apricots canned","Total disposition","1.41"
"2010","Apricots canned","Domestic disappearance","1.38"
"2010","Apricots canned","Exports","0.02"
"2010","Avocados fresh","Total supply","35.65"
"2010","Avocados fresh","Imports","35.65"
"2010","Avocados fresh","Total disposition","35.65"
"2010","Avocados fresh","Domestic disappearance","33.44"
"2010","Avocados fresh","Exports","0.00"
"2010","Avocados fresh","Waste","2.21"
"2010","Bananas fresh","Total supply","495.94"
"2010","Bananas fresh","Imports","495.94"
"2010","Bananas fresh","Domestic disappearance","495.94"
"2010","Bananas fresh","Exports","0.00"
"2010","Berries other fresh","Total supply","43.00"
"2010","Berries other fresh","Production","11.86"
"2010","Berries other fresh","Imports","31.13"
"2010","Berries other fresh","Total disposition","43.00"
"2010","Berries other fresh","Domestic disappearance","30.54"
"2010","Berries other fresh","Exports","0.61"
"2010","Berries other fresh","Manufacturing","9.19"
"2010","Berries other fresh","Waste","2.66"
"2010","Blueberries fresh","Total supply","123.68"
"2010","Blueberries fresh","Production","83.55"
"2010","Blueberries fresh","Imports","40.13"
"2010","Blueberries fresh","Total disposition","123.68"
"2010","Blueberries fresh","Domestic disappearance","43.81"
"2010","Blueberries fresh","Exports","20.56"
"2010","Blueberries fresh","Manufacturing","55.50"
"2010","Blueberries fresh","Waste","3.81"
"2010","Blueberries canned","Total supply","0.72"
"2010","Blueberries canned","Imports","0.72"
"2010","Blueberries canned","Total disposition","0.72"
"2010","Blueberries canned","Domestic disappearance","0.72"
"2010","Blueberries frozen","Total supply","8.87"
"2010","Blueberries frozen","Imports","8.87"
"2010","Blueberries frozen","Total disposition",
"2010","Blueberries frozen","Exports","66.67"
"2010","Cherries fresh","Total supply","43.14"
"2010","Cherries fresh","Production","15.86"
"2010","Cherries fresh","Imports","27.28"
"2010","Cherries fresh","Total disposition","43.14"
"2010","Cherries fresh","Domestic disappearance","29.43"
"2010","Cherries fresh","Exports","5.21"
"2010","Cherries fresh","Manufacturing","5.95"
"2010","Cherries fresh","Waste","2.56"
"2010","Cherries frozen","Total supply","2.46"
"2010","Cherries frozen","Imports","2.46"
"2010","Cherries frozen","Total disposition",
"2010","Coconut fresh","Total supply","10.67"
"2010","Coconut fresh","Imports","10.67"
"2010","Coconut fresh","Total disposition","10.67"
"2010","Coconut fresh","Domestic disappearance","9.55"
"2010","Coconut fresh","Exports","1.12"
"2010","Cranberries fresh","Total supply","78.47"
"2010","Cranberries fresh","Production","75.40"
"2010","Cranberries fresh","Imports","3.06"
"2010","Cranberries fresh","Total disposition","78.47"
"2010","Cranberries fresh","Domestic disappearance","42.21"
"2010","Cranberries fresh","Exports","34.49"
"2010","Cranberries fresh","Waste","1.76"
"2010","Dates fresh","Total supply","41.79"
"2010","Dates fresh","Imports","41.79"
"2010","Dates fresh","Total disposition","41.79"
"2010","Dates fresh","Domestic disappearance","41.79"
"2010","Dates fresh","Exports","0.00"
"2010","Figs fresh","Total supply","11.99"
"2010","Figs fresh","Imports","11.99"
"2010","Figs fresh","Total disposition","11.99"
"2010","Figs fresh","Domestic disappearance","11.99"
"2010","Figs fresh","Exports","0.00"
"2010","Grapes fresh","Total supply","264.42"
"2010","Grapes fresh","Production","75.60"
"2010","Grapes fresh","Imports","188.82"
"2010","Grapes fresh","Total disposition","264.42"
"2010","Grapes fresh","Domestic disappearance","172.38"
"2010","Grapes fresh","Exports","2.50"
"2010","Grapes fresh","Manufacturing","72.49"
"2010","Grapes fresh","Waste","17.05"
"2010","Grape juice","Total supply","96.39"
"2010","Grape juice","Imports","96.39"
"2010","Grape juice","Total disposition","96.39"
"2010","Grape juice","Domestic disappearance","85.83"
"2010","Grape juice","Exports","10.56"
"2010","Guavas and mangoes fresh","Total supply","46.10"
"2010","Guavas and mangoes fresh","Imports","46.10"
"2010","Guavas and mangoes fresh","Total disposition","46.10"
"2010","Guavas and mangoes fresh","Domestic disappearance","43.79"
"2010","Guavas and mangoes fresh","Exports","0.00"
"2010","Guavas and mangoes fresh","Waste","2.30"
"2010","Kiwis fresh","Total supply","22.63"
"2010","Kiwis fresh","Production","0.03"
"2010","Kiwis fresh","Imports","22.60"
"2010","Kiwis fresh","Total disposition","22.63"
"2010","Kiwis fresh","Domestic disappearance","20.59"
"2010","Kiwis fresh","Waste","2.04"
"2010","Melons, musk and cantaloups fresh","Total supply","105.84"
"2010","Melons, musk and cantaloups fresh","Imports","105.84"
"2010","Melons, musk and cantaloups fresh","Total disposition","105.84"
"2010","Melons, musk and cantaloups fresh","Domestic disappearance","97.37"
"2010","Melons, musk and cantaloups fresh","Waste","8.47"
"2010","Other fresh melons","Total supply","56.03"
"2010","Other fresh melons","Production","11.99"
"2010","Other fresh melons","Imports","44.05"
"2010","Other fresh melons","Total disposition","56.03"
"2010","Other fresh melons","Domestic disappearance","50.57"
"2010","Other fresh melons","Exports","1.06"
"2010","Other fresh melons","Waste","4.40"
"2010","Watermelons fresh","Total supply","215.02"
"2010","Watermelons fresh","Production","18.69"
"2010","Watermelons fresh","Imports","196.33"
"2010","Watermelons fresh","Total disposition","215.02"
"2010","Watermelons fresh","Domestic disappearance","192.50"
"2010","Watermelons fresh","Exports","1.13"
"2010","Watermelons fresh","Waste","21.39"
"2010","Wintermelons fresh","Total supply","3.13"
"2010","Wintermelons fresh","Imports","3.13"
"2010","Wintermelons fresh","Total disposition","3.13"
"2010","Wintermelons fresh","Domestic disappearance","2.88"
"2010","Wintermelons fresh","Waste","0.25"
"2010","Melons total fresh","Total supply","380.02"
"2010","Melons total fresh","Production","30.68"
"2010","Melons total fresh","Imports","349.34"
"2010","Melons total fresh","Total disposition","380.02"
"2010","Melons total fresh","Domestic disappearance","343.33"
"2010","Melons total fresh","Exports","2.19"
"2010","Melons total fresh","Waste","34.50"
"2010","Nectarines fresh","Total supply","30.88"
"2010","Nectarines fresh","Production","3.11"
"2010","Nectarines fresh","Imports","27.77"
"2010","Nectarines fresh","Total disposition","30.88"
"2010","Nectarines fresh","Domestic disappearance","29.32"
"2010","Nectarines fresh","Waste","1.54"
"2010","Papayas fresh","Total supply","13.46"
"2010","Papayas fresh","Imports","13.46"
"2010","Papayas fresh","Total disposition","13.46"
"2010","Papayas fresh","Domestic disappearance","12.77"
"2010","Papayas fresh","Waste","0.67"
"2010","Peaches fresh","Total supply","47.88"
"2010","Peaches fresh","Production","22.56"
"2010","Peaches fresh","Imports","25.32"
"2010","Peaches fresh","Total disposition","47.88"
"2010","Peaches fresh","Domestic disappearance","43.21"
"2010","Peaches fresh","Exports","0.67"
"2010","Peaches fresh","Manufacturing","1.73"
"2010","Peaches fresh","Waste","2.27"
"2010","Peaches canned","Total supply","22.39"
"2010","Peaches canned","Imports","22.39"
"2010","Peaches canned","Total disposition",
"2010","Peaches canned","Domestic disappearance","21.62"
"2010","Peaches canned","Exports","0.77"
"2010","Pears fresh","Total supply","76.77"
"2010","Pears fresh","Production","7.83"
"2010","Pears fresh","Imports","68.94"
"2010","Pears fresh","Total disposition","76.77"
"2010","Pears fresh","Domestic disappearance","72.42"
"2010","Pears fresh","Exports","0.18"
"2010","Pears fresh","Manufacturing","0.36"
"2010","Pears fresh","Waste","3.81"
"2010","Pears canned","Total supply","8.62"
"2010","Pears canned","Imports","8.62"
"2010","Pears canned","Total disposition",
"2010","Pears canned","Domestic disappearance","8.14"
"2010","Pears canned","Exports","0.48"
"2010","Pineapples fresh","Total supply","101.54"
"2010","Pineapples fresh","Imports","101.54"
"2010","Pineapples fresh","Total disposition","101.54"
"2010","Pineapples fresh","Domestic disappearance","96.47"
"2010","Pineapples fresh","Exports","0.00"
"2010","Pineapples fresh","Waste","5.08"
"2010","Pineapples canned","Total supply","23.37"
"2010","Pineapples canned","Imports","23.37"
"2010","Pineapples canned","Total disposition","23.37"
"2010","Pineapples canned","Domestic disappearance","23.14"
"2010","Pineapples canned","Exports","0.23"
"2010","Pineapple juice","Total supply","21.62"
"2010","Pineapple juice","Imports","21.62"
"2010","Pineapple juice","Total disposition","21.62"
"2010","Pineapple juice","Domestic disappearance","20.09"
"2010","Pineapple juice","Exports","1.53"
"2010","Plums total fresh","Total supply","26.72"
"2010","Plums total fresh","Production","2.99"
"2010","Plums total fresh","Imports","23.73"
"2010","Plums total fresh","Total disposition","26.72"
"2010","Plums total fresh","Domestic disappearance","25.36"
"2010","Plums total fresh","Exports","0.01"
"2010","Plums total fresh","Manufacturing","0.02"
"2010","Plums total fresh","Waste","1.33"
"2010","Quinces fresh","Total supply","0.09"
"2010","Quinces fresh","Imports","0.09"
"2010","Quinces fresh","Total disposition","0.09"
"2010","Quinces fresh","Domestic disappearance","0.09"
"2010","Quinces fresh","Waste","0.00"
"2010","Raspberries frozen","Total supply","6.54"
"2010","Raspberries frozen","Imports","6.54"
"2010","Raspberries frozen","Total disposition",
"2010","Strawberries fresh","Total supply","130.26"
"2010","Strawberries fresh","Production","19.09"
"2010","Strawberries fresh","Imports","111.17"
"2010","Strawberries fresh","Total disposition","130.26"
"2010","Strawberries fresh","Domestic disappearance","118.34"
"2010","Strawberries fresh","Exports","0.28"
"2010","Strawberries fresh","Manufacturing","1.34"
